"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
398	8.5e+07	"casino thief revenge heist las vegas"	"en"	"Ocean's Thirteen"	42.069993	2007-06-07	311312624	122	6.5	1999	"Thriller"	2007	6	7	"George Clooney"	"male"	"Steven"	"male"
244	1.1e+08	"california earthquake catastrophe disaster film 3d"	"en"	"San Andreas"	100.412364	2015-05-27	470490832	114	6	2968	"Drama"	2015	5	27	"Dwayne Johnson"	"male"	"Brad"	"male"
1492	3.2e+07	"germany war crimes trial female prisoner teenager"	"en"	"The Reader"	33.923786	2008-12-10	113019290	124	7.2	813	"Drama"	2008	12	10	"Kate Winslet"	"female"	"Stephen"	"male"
1689	2.9e+07	"wealth falling in love divorce pretty woman winery"	"en"	"Serving Sara"	8.93941	2002-08-20	16930185	100	5	85	"Comedy"	2002	8	20	"Matthew Perry"	"male"	"Reginald"	"male"
4763	0	NA	"en"	"Smiling Fish & Goat On Fire"	0.00734	1999-09-16	0	90	7	1	"Comedy"	1999	9	16	"Derick Martini"	"male"	"Kevin"	"male"
4690	0	NA	"en"	"Samantha: An American Girl Holiday"	4.980585	2004-11-23	0	86	4.6	9	"Drama"	2004	11	23	"Mia Farrow"	"female"	"Nadia"	"female"
528	7e+07	"paris assassination israel hotel room 1970s"	"en"	"Munich"	29.035222	2005-12-22	130358911	164	6.9	696	"Drama"	2005	12	22	"Eric Bana"	"male"	"Steven"	"male"
3780	0	"hustler independent film pool"	"en"	"Poolhall Junkies"	5.90259	2002-06-07	0	99	6.5	25	"Drama"	2002	6	7	"Ricky Schroder"	"male"	"Mars"	"male"
2767	1.3e+07	"female nudity robbery mail order bride bank clerk"	"en"	"Birthday Girl"	5.831302	2001-09-06	0	93	6.1	103	"Comedy"	2001	9	6	"Nicole Kidman"	"female"	"Jez"	NA
1249	4e+07	"ex-girlfriend drug dealer gang motorcyclist"	"en"	"Torque"	7.360793	2004-01-16	46546197	84	4.7	119	"Action"	2004	1	16	"Martin Henderson"	"male"	"Joseph"	"male"
4537	5e+05	"sex nightclub nudity musician song"	"en"	"Johnny Suede"	1.354816	1991-08-18	0	97	4.7	13	"Comedy"	1991	8	18	"Brad Pitt"	"male"	"Tom"	"male"
2670	0	NA	"en"	"Broken Horses"	4.289676	2015-03-15	0	101	5	10	"Drama"	2015	3	15	"Mar\u00eda Valverde"	NA	"Vidhu"	NA
2823	1.2e+07	"terrorist aftercreditsstinger duringcreditsstinger"	"en"	"Harold & Kumar Escape from Guantanamo Bay"	26.219598	2008-04-25	43493123	107	6.2	497	"Comedy"	2008	4	25	"John Cho"	"male"	"Jon"	"male"
3655	0	"beach murder"	"de"	"Fascination"	0.219799	2004-10-13	0	95	3.8	4	"Thriller"	2004	10	13	"Jacqueline Bisset"	"female"	"Klaus"	"male"
1021	4.8e+07	"journalist bedroom purse trunk elmore leonard"	"en"	"Out of Sight"	16.000178	1998-06-26	77745568	123	6.5	333	"Comedy"	1998	6	26	"George Clooney"	"male"	"Steven"	"male"
2603	1.5e+07	"waitress infidelity planned murder pregnancy and birth funeral"	"en"	"Home Fries"	3.033471	1998-11-25	10443316	93	4.8	32	"Drama"	1998	11	25	"Drew Barrymore"	"male"	"Dean"	"male"
431	8.5e+07	"hero barn spider pig egg"	"en"	"Charlotte's Web"	14.132583	2006-12-15	1.44e+08	97	5.8	288	"Comedy"	2006	12	15	"Julia Roberts"	"female"	"Gary"	"male"
4663	250	"road movie"	"en"	"Along the Roadside"	0.166655	2013-02-28	0	118	7.7	3	"Comedy"	2013	2	28	"Michael Madsen"	"male"	"Zoran"	"male"
76	1.75e+08	"terrorist secret hostage technology warhead"	"en"	"G.I. Joe: The Rise of Cobra"	32.852443	2009-08-04	302469017	118	5.6	1962	"Thriller"	2009	8	4	"Dennis Quaid"	"male"	"Stephen"	"male"
3940	3e+06	"sushi restaurant rage and hate notebook daughter hostility"	"ko"	"Oldboy"	56.76349	2003-01-01	14980005	120	8	1945	"Drama"	2003	1	1	"Choi Min-sik"	NA	"Park"	"male"
828	3e+07	"japan coma martial arts kung fu underworld"	"en"	"Kill Bill: Vol. 1"	79.754966	2003-10-10	180949000	111	7.7	4949	"Action"	2003	10	10	"Uma Thurman"	"female"	"Quentin"	"male"
2115	2e+07	"alabama martin luther king president black american civil rights"	"en"	"Selma"	29.023184	2014-12-25	66787908	127	7.4	817	"Drama"	2014	12	25	"David Oyelowo"	"male"	"Ava"	"female"
2634	0	NA	"en"	"Crazy in Alabama"	5.770246	1999-10-22	0	111	6.5	12	"Drama"	1999	10	22	"Melanie Griffith"	"female"	"Antonio"	"male"
186	1.3e+08	"miami ku klux klan cuba undercover mexican standoff"	"en"	"Bad Boys II"	38.068736	2003-07-18	273339556	147	6.3	1564	"Comedy"	2003	7	18	"Martin Lawrence"	"male"	"Michael"	"male"
1559	2.9e+07	"poem river sadness fight love of one's life"	"en"	"The Notebook"	55.109138	2004-06-25	115603229	123	7.7	3067	"Drama"	2004	6	25	"Rachel McAdams"	"female"	"Nick"	"male"
1000	5e+07	"bone car explosion premarital sex satanic cult driver's license"	"en"	"Drive Angry"	30.387148	2011-02-24	28931401	105	5.3	600	"Thriller"	2011	2	24	"Nicolas Cage"	"male"	"Patrick"	"male"
4003	2600000	"scissors radio nudity time woods"	"es"	"Timecrimes"	19.02965	2007-09-20	553198	92	7	308	"Thriller"	2007	9	20	"Karra Elejalde"	"female"	"Nacho"	"male"
4042	2500000	"impostor alien invasion military partying"	"en"	"U.F.O."	8.248149	2012-12-14	0	101	3.1	47	"Action"	2012	12	14	"Bianca Bree"	"female"	"Dominic"	"male"
4247	1	NA	"en"	"Me You and Five Bucks"	0.094105	2015-07-07	0	90	10	2	"Drama"	2015	7	7	NA	NA	NA	NA
1218	4e+07	"inventor road trip guilt mother son relationship woman director"	"en"	"The Guilt Trip"	15.283444	2012-12-19	41863726	95	5.4	284	"Comedy"	2012	12	19	"Seth Rogen"	"male"	"Anne"	"female"
3757	3.2e+07	"casino jinx bad luck"	"en"	"The Cooler"	9.976428	2003-01-17	0	101	6.7	89	"Drama"	2003	1	17	"William H."	"male"	"Wayne"	"male"
508	7.3e+07	"exotic island dna paleontology tyrannosaurus rex velociraptor"	"en"	"The Lost World: Jurassic Park"	2.502487	1997-05-23	229074524	129	6.2	2487	"Action"	1997	5	23	"Jeff Goldblum"	"male"	"Steven"	"male"
3213	8500000	NA	"en"	"Baggage Claim"	11.436405	2013-09-27	22456509	96	5.6	85	"Comedy"	2013	9	27	"Paula Patton"	"female"	"David"	"male"
2257	1e+07	"france hotel 1970s grief travel"	"en"	"By the Sea"	11.267676	2015-11-12	3727746	122	5.4	156	"Drama"	2015	11	12	"Angelina Jolie"	"female"	"Angelina"	"female"
4800	0	"date love at first sight narration investigation team"	"en"	"Signed, Sealed, Delivered"	1.444476	2013-10-13	0	120	7	6	"Drama"	2013	10	13	"Eric Mabius"	"male"	"Scott"	"male"
1076	2.5e+07	"bank mobile phone telephone weapon police"	"en"	"Cellular"	24.459948	2004-09-06	56422687	94	6.1	537	"Thriller"	2004	9	6	"Chris Evans"	"male"	"David"	"male"
548	7.3e+07	"casino political activism boxer mission of murder boxing match"	"en"	"Snake Eyes"	20.790703	1998-08-07	103891409	98	5.8	327	"Crime"	1998	8	7	"Nicolas Cage"	"male"	"Brian"	"male"
2460	1.6e+07	NA	"en"	"The Unborn"	15.788784	2009-01-09	76514050	87	4.8	365	"Thriller"	2009	1	9	"Odette Annable"	"female"	"David"	"male"
4657	0	NA	"en"	"UnDivided"	0.010607	2013-02-01	0	0	0	0	NA	2013	2	1	NA	NA	NA	NA
1080	0	"riot protest musical music cultural difference"	"en"	"Across the Universe"	11.872841	2007-09-14	0	133	7.1	410	"Drama"	2007	9	14	"Evan Rachel"	"male"	"Julie"	"female"
3595	5e+06	"mass murder nudity halloween attempt to escape cult"	"en"	"Halloween: The Curse of Michael Myers"	9.483717	1995-09-29	15116634	88	5	170	"Thriller"	1995	9	29	"Donald Pleasence"	"male"	"Joe"	"male"
2358	2.1e+07	"dancing spy birthday map fireworks"	"en"	"The Tailor of Panama"	7.047975	2001-02-11	28008462	109	6.2	92	"Drama"	2001	2	11	"Pierce Brosnan"	"male"	"John"	"male"
4309	0	"peru"	"en"	"The Blade of Don Juan"	0.021678	2013-10-27	0	98	0	0	"Drama"	2013	10	27	"Juan Carlos"	"male"	"Tom"	"male"
2852	1.2e+07	"jealousy dark comedy writer divorce alcoholic"	"en"	"Young Adult"	16.183746	2011-12-16	22939027	94	5.6	364	"Drama"	2011	12	16	"Charlize Theron"	"female"	"Jason"	"male"
4565	0	"northern ireland independent film civil rights"	"en"	"Bloody Sunday"	7.330691	2002-01-16	773228	107	7.2	53	"Drama"	2002	1	16	"James Nesbitt"	"male"	"Paul"	"male"
4490	0	NA	"en"	"Starsuckers"	0.429083	2009-09-30	0	103	6.2	5	"Documentary"	2009	9	30	"Ellis Cashmore"	"male"	"Chris"	"male"
2619	1.5e+07	"career family unemployment woman director graduation speech"	"en"	"Post Grad"	7.446069	2009-08-21	6405245	89	5	100	"Comedy"	2009	8	21	"Alexis Bledel"	"female"	"Vicky"	"female"
3979	3e+06	"female nudity corruption cheating experiment limousine"	"en"	"Freakonomics"	1.781462	2010-10-01	103735	93	6.6	36	"Documentary"	2010	10	1	"Zoe Sloane"	"female"	"Heidi"	"female"
1786	2.6e+07	"life and death afterlife swing memory medical student"	"en"	"Flatliners"	24.114459	1990-08-09	61489265	115	6.3	404	"Drama"	1990	8	9	"Kiefer Sutherland"	"male"	"Joel"	"male"
418	8.5e+07	"torture aftercreditsstinger duringcreditsstinger 3d"	"en"	"Cats & Dogs 2 : The Revenge of Kitty Galore"	11.77398	2010-07-30	112483764	82	4.9	119	"Comedy"	2010	7	30	"James Marsden"	"male"	"Brad"	"male"
1111	4e+07	"london england human experimentation frankenstein reanimated corpse frankenstein's monster"	"en"	"Victor Frankenstein"	24.821138	2015-11-10	34227298	109	5.6	685	"Drama"	2015	11	10	"James McAvoy"	"male"	"Paul"	"male"
1517	3.2e+07	"dystopia evil corporation repo man aftercreditsstinger"	"en"	"Repo Men"	25.799697	2010-03-18	18409891	111	6.2	620	"Thriller"	2010	3	18	"Jude Law"	"male"	"Miguel"	"male"
20	2.15e+08	"loss of father vigilante serum marvel comic scientific experiment"	"en"	"The Amazing Spider-Man"	89.866276	2012-06-27	752215857	136	6.5	6586	"Action"	2012	6	27	"Andrew Garfield"	"male"	"Marc"	"male"
2621	1.5e+07	"love at first sight runaway age difference naivety christian"	"en"	"Whatever Works"	21.857387	2009-06-19	35097815	92	6.8	350	"Comedy"	2009	6	19	"Larry David"	"male"	"Woody"	"male"
2554	1.5e+07	"based on novel callboy wedding escort fake boyfriend"	"en"	"The Wedding Date"	10.194097	2005-02-04	47175038	88	6.2	230	"Comedy"	2005	2	4	"Debra Messing"	"female"	"Clare"	"female"
2726	13300000	"male nudity scotland edinburgh alien very little dialogue"	"en"	"Under the Skin"	29.782161	2014-03-14	5380251	108	6	1102	"Drama"	2014	3	14	"Scarlett Johansson"	"female"	"Jonathan"	"male"
2213	2e+07	"new york writer's block insanity independent film author"	"en"	"Deconstructing Harry"	11.352693	1997-08-26	10686841	96	7.3	187	"Drama"	1997	8	26	"Woody Allen"	"male"	"Woody"	"male"
1705	0	"music festival independent film catskills dog tags"	"en"	"Taking Woodstock"	11.870161	2009-09-03	0	120	6.2	127	"Drama"	2009	9	3	"Demetri Martin"	"male"	"Ang"	"male"
4246	2e+06	"california sex bar motel highway"	"en"	"Trucker"	1.20173	2008-04-24	0	90	6.8	16	"Drama"	2008	4	24	"Michelle Monaghan"	"female"	"James"	"male"
2483	2.6e+07	"gay aids homophobia jurors court"	"en"	"Philadelphia"	44.301745	1993-12-22	206678440	125	7.6	988	"Drama"	1993	12	22	"Tom Hanks"	"male"	"Jonathan"	"male"
2515	1.7e+07	"flying martial arts taskmaster comb tiger"	"zh"	"Crouching Tiger, Hidden Dragon"	45.742254	2000-10-01	213525736	120	7.2	927	"Drama"	2000	10	1	"Chow Yun-fat"	NA	"Ang"	"male"
4771	0	NA	"en"	"Her Cry: La Llorona Investigation"	0.056459	2013-04-19	0	89	0	0	"Horror"	2013	4	19	"Nichole Ceballos"	"female"	"Damir"	"male"
1009	7.3e+07	"paraplegic investigation psychopath"	"en"	"The Bone Collector"	33.884459	1999-11-04	151493655	118	6.5	826	"Drama"	1999	11	4	"Denzel Washington"	"male"	"Phillip"	"male"
3178	0	"father son relationship depression parents kids relationship brother sister relationship professor"	"en"	"The Savages"	5.663889	2007-01-19	0	114	6.8	110	"Drama"	2007	1	19	"Laura Linney"	"female"	"Tamara"	"female"
494	4.5e+07	"loss of parents wild boar uncle shaman redemption"	"en"	"The Lion King"	90.457886	1994-06-23	788241776	89	8	5376	"Drama"	1994	6	23	"Jonathan Taylor"	"male"	"Roger"	"male"
4755	50000	NA	"en"	"Counting"	0.293587	2015-02-09	0	111	8.3	3	"Documentary"	2015	2	9	NA	NA	"Jem"	"female"
4226	1500000	"hotel con man stamp police partner"	"es"	"Nine Queens"	8.589355	2000-08-31	0	114	7.4	153	"Drama"	2000	8	31	"Ricardo Dar\u00edn"	"male"	"Fabi\u00e1n"	NA
3509	6e+06	NA	"en"	"The Hit List"	4.957014	2011-04-02	0	90	5.2	73	"Thriller"	2011	4	2	"Cuba Gooding"	"female"	"William"	"male"
1683	2.9e+07	"music sequel singer male female relationship audition"	"en"	"Pitch Perfect 2"	71.496894	2015-05-07	287506194	115	6.8	1940	"Comedy"	2015	5	7	"Anna Kendrick"	"female"	"Elizabeth"	"female"
2369	1.8e+07	"escaped convict depressed mom"	"en"	"Labor Day"	17.683563	2013-12-27	20275812	111	6.7	299	"Drama"	2013	12	27	"Josh Brolin"	"male"	"Jason"	"male"
3406	6900000	"1970s texas high school comedy coming of age"	"en"	"Dazed and Confused"	26.181753	1993-09-24	7993039	102	7.4	583	"Drama"	1993	9	24	"Jason London"	"male"	"Richard"	"male"
3388	7e+06	"female nudity based on novel stripper flop dark comedy"	"en"	"I Hope They Serve Beer in Hell"	7.155519	2009-09-25	1429299	106	5.7	20	"Drama"	2009	9	25	"Matt Czuchry"	"male"	"Bob"	"male"
4534	5e+05	"magic woman director"	"en"	"Deceptive Practice: The Mysteries and Mentors of Ricky Jay"	0.425195	2012-10-04	0	88	7.1	17	"Documentary"	2012	10	4	"Ricky Jay"	"male"	"Molly"	"female"
1016	0	"lover (female) love of one's life time travel kiss past"	"en"	"Kate & Leopold"	11.940711	2001-12-25	0	118	6	418	"Comedy"	2001	12	25	"Meg Ryan"	"female"	"James"	"male"
2750	13200000	"sadistic hostage sociopath serial killer blood"	"en"	"No Good Deed"	24.656068	2014-09-10	53830415	83	5.6	181	"Thriller"	2014	9	10	"Idris Elba"	"male"	"Sam"	"male"
1709	3e+07	NA	"ja"	"Space Pirate Captain Harlock"	14.726338	2013-09-07	17137302	115	6.5	356	"Fiction"	2013	9	7	"Shun Oguri"	"male"	"Shinji"	"male"
2120	2e+07	"nun deaf-mute orphan all girl troubled marriage"	"en"	"Orphan"	29.295801	2009-07-24	41596251	123	6.7	1261	"Thriller"	2009	7	24	"Vera Farmiga"	"female"	"Jaume"	NA
476	8e+07	"clone dystopia"	"en"	"Surrogates"	36.664991	2009-09-24	122444772	89	5.9	1195	"Thriller"	2009	9	24	"Bruce Willis"	"male"	"Jonathan"	"male"
324	9.5e+07	"gold horse sword fight"	"en"	"The Road to El Dorado"	37.054554	2000-03-31	76432727	89	7	858	"Comedy"	2000	3	31	"Kenneth Branagh"	"male"	"Don"	"male"
2033	2.2e+07	"painter amsterdam dolphin europe pimp"	"en"	"Deuce Bigalow: European Gigolo"	10.259461	2005-08-06	22400154	83	4.7	225	"Comedy"	2005	8	6	"Rob Schneider"	"male"	"Mike"	"male"
3862	3500000	"capitalism brokerage wall street downsizing financial crisis"	"en"	"Margin Call"	26.259389	2011-09-28	19504039	107	6.7	524	"Drama"	2011	9	28	"Kevin Spacey"	"male"	"J.C."	NA
2187	2e+07	"life and death transplantation suicide attempt desperation loss of family"	"en"	"21 Grams"	32.243357	2003-09-06	60427839	124	7.2	918	"Drama"	2003	9	6	"Sean Penn"	"male"	"Alejandro"	"male"
3541	0	"paris prostitute rape sex nudity"	"fr"	"Irreversible"	32.476098	2002-05-22	792	97	7.1	538	"Drama"	2002	5	22	"Monica Bellucci"	"female"	"Gaspar"	"male"
809	5.5e+07	"vietnam veteran hippie mentally disabled running based on novel"	"en"	"Forrest Gump"	138.133331	1994-07-06	677945399	142	8.2	7927	"Drama"	1994	7	6	"Tom Hanks"	"male"	"Robert"	"male"
4456	8e+05	"independent film"	"en"	"Raising Victor Vargas"	3.643662	2002-05-16	2816116	88	7.8	13	"Drama"	2002	5	16	"Victor Rasuk"	"male"	"Peter"	"male"
517	8e+07	"secret obsession exorcism remake priest"	"en"	"Exorcist: The Beginning"	15.761384	2004-08-20	78000586	114	4.7	183	"Thriller"	2004	8	20	"Stellan Skarsg\u00e5rd"	"male"	"Renny"	"male"
1164	4e+07	"mask metal detector film director ex-cop reporter"	"en"	"Scream 3"	24.992057	2000-02-03	161834276	116	5.7	736	"Horror"	2000	2	3	"David Arquette"	"male"	"Wes"	"male"
4109	0	"gold oregon thirst tree settler"	"en"	"Meek's Cutoff"	4.749885	2010-09-05	876302	104	6.5	77	"Drama"	2010	9	5	"Michelle Williams"	"female"	"Kelly"	"female"
1209	4e+07	"jurors proof court case leukemia lawyer"	"en"	"The Rainmaker"	12.229516	1997-11-18	45916769	135	6.7	235	"Drama"	1997	11	18	"Matt Damon"	"male"	"Francis"	"male"
2657	1.5e+07	"drug stealing yakluza shinjuku criminal syndicate taiwanese"	"zh"	"Shinjuku Incident"	5.294319	2009-03-22	0	119	6.7	65	"Drama"	2009	3	22	"Jackie Chan"	"female"	"Derek"	"male"
1094	4.5e+07	"black people world war ii toscana village soldier"	"en"	"Miracle at St. Anna"	11.387408	2008-09-15	9323833	160	6.3	90	"Drama"	2008	9	15	"Derek Luke"	"male"	"Spike"	"male"
2219	2.1e+07	"family relationships doctor retired visit widower"	"en"	"Everybody's Fine"	15.440465	2009-12-04	0	99	6.5	284	"Drama"	2009	12	4	"Robert De"	"male"	"Kirk"	"male"
676	6.3e+07	"gunslinger gambling sheriff deputy sheriff wretch"	"en"	"Wyatt Earp"	13.859307	1994-06-24	25052000	191	6.5	202	"Drama"	1994	6	24	"Kevin Costner"	"male"	"Lawrence"	"male"
2393	0	"criminal"	"en"	"Madea Goes to Jail"	3.107371	2009-02-16	90508336	103	6.4	52	"Drama"	2009	2	16	"Tyler Perry"	"male"	"Tyler"	"male"
563	7.1e+07	"talking to animals woman director"	"en"	"Doctor Dolittle"	21.462935	1998-06-22	294456605	85	5.4	686	"Comedy"	1998	6	22	"Eddie Murphy"	"male"	"Betty"	"female"
2983	1e+07	"wheelchair time voice inspector supernatural"	"en"	"White Noise"	14.447723	2005-01-07	91196419	101	5.6	261	"Drama"	2005	1	7	"Michael Keaton"	"male"	"Geoffrey"	"male"
4085	8e+06	"france kidnapping boy biker tour de france"	"fr"	"The Triplets of Belleville"	13.944645	2003-06-11	1477676	80	7.3	231	"Drama"	2003	6	11	"B\u00e9atrice Bonifassi"	NA	"Sylvain"	"male"
2232	0	"prostitute musical biography telephone call cigar smoking"	"en"	"Topsy-Turvy"	8.628519	1999-09-03	0	160	6.7	41	"Drama"	1999	9	3	"Allan Corduner"	"male"	"Mike"	"male"
825	5.5e+07	"berlin loss of father airplane baby-snatching"	"en"	"Flightplan"	32.05145	2005-09-22	223387299	98	6.1	772	"Drama"	2005	9	22	"Jodie Foster"	"female"	"Robert"	"male"
2379	0	NA	"en"	"Restoration"	2.525569	2016-05-03	0	90	5.3	11	"Horror"	2016	5	3	"Emily Roya"	"female"	"Zack"	"male"
3716	0	"suicide sex sweden underground nightclub"	"sv"	"Lilya 4-ever"	7.759215	2002-08-23	0	109	7.7	139	"Drama"	2002	8	23	"Oksana Akinshina"	"female"	"Lukas"	"male"
4047	0	NA	"en"	"Redemption Road"	0.197264	2011-08-26	0	91	4.7	6	"Drama"	2011	8	26	"Michael Clarke"	"male"	"Mario"	"male"
1972	2.4e+07	"vietnam veteran kuwait new age staring contest drug use"	"en"	"The Men Who Stare at Goats"	20.69219	2009-10-17	68729358	93	5.9	742	"Comedy"	2009	10	17	"George Clooney"	"male"	"Grant"	"male"
1650	3e+07	"fight pilot outer space based on video game space opera"	"en"	"Wing Commander"	5.259585	1999-03-11	0	100	4	72	"Action"	1999	3	11	"Freddie Prinze"	"male"	"Christopher"	"male"
344	1e+08	"runaway train"	"en"	"Unstoppable"	37.698465	2010-11-04	167805466	98	6.3	1165	"Thriller"	2010	11	4	"Denzel Washington"	"male"	"Tony"	"male"
1096	4.5e+07	"assassin asia gun deaf-mute hitman"	"en"	"Bangkok Dangerous"	14.813057	2008-08-21	42487390	99	5	332	"Thriller"	2008	8	21	"Nicolas Cage"	"male"	"Danny"	"male"
3665	0	NA	"en"	"We Have Your Husband"	0.102003	2011-11-12	0	89	5	3	"Drama"	2011	11	12	"Teri Polo"	"female"	"Eric"	"male"
4177	0	"musical independent film woman director"	"en"	"Songcatcher"	3.363321	2001-03-01	0	109	5.6	9	"Drama"	2001	3	1	"Janet McTeer"	"female"	"Maggie"	"female"
867	5.4e+07	"italy christianity new york assassination italo-american"	"en"	"The Godfather: Part III"	59.194915	1990-12-24	136766062	162	7.1	1546	"Drama"	1990	12	24	"Al Pacino"	"male"	"Francis"	"male"
644	7e+07	"rocky mountains airplane hijacking suitcase climbing"	"en"	"Cliffhanger"	26.19909	1993-05-28	255000211	112	6.1	588	"Thriller"	1993	5	28	"Sylvester Stallone"	"male"	"Renny"	"male"
3529	0	"letter jumping child prodigy pool pianist"	"en"	"Shine"	10.396305	1996-01-21	0	105	7.3	131	"Drama"	1996	1	21	"Geoffrey Rush"	"male"	"Scott"	"male"
4543	0	NA	"en"	"The Californians"	0.218736	2005-10-21	0	91	4	1	"Drama"	2005	10	21	"Noah Wyle"	"male"	"Jonathan"	"male"
2591	1.5e+07	NA	"en"	"U2 3D"	0.335195	2007-05-19	22730842	85	6.7	10	"Music"	2007	5	19	"Bono The"	NA	"Mark"	"male"
261	1.1e+08	"usa washington d.c. helicopter hostage fbi"	"en"	"Live Free or Die Hard"	48.93337	2007-06-20	383531464	128	6.4	2089	"Thriller"	2007	6	20	"Bruce Willis"	"male"	"Len"	"male"
585	6.6e+07	"world war i horse farm life execution trapped"	"en"	"War Horse"	29.505574	2011-12-25	177584879	146	7	992	"Drama"	2011	12	25	"Tom Hiddleston"	"male"	"Steven"	"male"
4801	0	NA	"en"	"Shanghai Calling"	0.857008	2012-05-03	0	98	5.7	7	NA	2012	5	3	"Daniel Henney"	"male"	"Daniel"	"male"
3270	0	"based on novel sister sister relationship empowerment sister turn of the century"	"en"	"Howards End"	5.897391	1992-03-13	25966555	140	6.9	95	"Drama"	1992	3	13	"Vanessa Redgrave"	"female"	"James"	"male"
3771	0	"behind the scenes spa planetarium art imitates life"	"en"	"Love Stinks"	3.347885	1999-09-10	0	94	5.4	11	"Comedy"	1999	9	10	"French Stewart"	"male"	"Jeff"	"male"
1077	4e+07	"spy hero queen intelligence coronation"	"en"	"Johnny English"	28.029015	2003-04-06	160583018	88	6	852	"Comedy"	2003	4	6	"Rowan Atkinson"	"male"	"Peter"	"male"
3418	6500000	"prequel evil doll killer doll spin off doll"	"en"	"Annabelle"	60.225219	2014-10-02	255273813	99	5.6	1517	"Horror"	2014	10	2	"Annabelle Wallis"	"female"	"John"	"male"
4408	0	"police revenge independent film video camera on the run"	"en"	"Jimmy and Judy"	1.255771	2006-01-01	0	99	5.4	8	"Drama"	2006	1	1	"Edward Furlong"	"male"	"Randall"	"male"
915	0	"divorce rebellious daughter freeze frame custody school play"	"en"	"Stepmom"	16.368283	1998-12-25	0	124	6.9	277	"Drama"	1998	12	25	"Julia Roberts"	"female"	"Chris"	"male"
4331	1250000	"ambition bollywood business india struggling career"	"hi"	"Rocket Singh: Salesman of the Year"	3.000435	2009-12-11	0	156	7	27	"Drama"	2009	12	11	"Ranbir Kapoor"	"male"	"Shimit"	NA
2035	0	"based on novel woman director"	"en"	"Our Kind of Traitor"	10.547959	2016-05-05	9930095	108	6	160	"Thriller"	2016	5	5	"Ewan McGregor"	"male"	"Susanna"	"female"
1267	4e+07	NA	"en"	"Duplex"	15.590001	2003-09-26	19322135	89	5.9	482	"Comedy"	2003	9	26	"Ben Stiller"	"male"	"Danny"	"male"
3500	0	NA	"en"	"Lucky Break"	0.669169	2001-08-24	0	107	6.5	11	"Comedy"	2001	8	24	"James Nesbitt"	"male"	"Peter"	"male"
1912	25	"emigration irish-american hunger socially deprived family famine"	"en"	"Angela's Ashes"	4.88794	1999-12-25	13	145	7	59	"Drama"	1999	12	25	"Emily Watson"	"female"	"Alan"	"male"
2162	2e+07	"wolf arranged marriage forbidden love road trip park"	"en"	"Alpha and Omega"	12.300789	2010-09-17	39300000	88	5.3	124	"Family"	2010	9	17	"Hayden Panettiere"	"male"	"Ben"	"male"
3957	0	NA	"en"	"The Eclipse"	9.342465	2009-04-24	0	88	6.1	15	"Drama"	2009	4	24	"Ciar\u00e1n Hinds"	NA	"Conor"	"male"
2316	1.8e+07	"harvard law school black female judge smart blonde girl power"	"en"	"Legally Blonde"	25.43954	2001-07-13	141774679	96	6.1	882	"Comedy"	2001	7	13	"Reese Witherspoon"	"female"	"Robert"	"male"
4213	0	"vacation remake woods burned alive murder"	"en"	"Cabin Fever"	5.379319	2016-02-12	0	99	4.4	111	"Horror"	2016	2	12	"Matthew Daddario"	"male"	"Travis"	"male"
4122	13500000	"stonewall riot"	"en"	"Stonewall"	5.16023	2015-09-18	187674	129	5.2	32	"Drama"	2015	9	18	"Jeremy Irvine"	"male"	"Roland"	"male"
523	7.5e+07	"himalaya pakistan climbing k2 mountaineering"	"en"	"Vertical Limit"	13.318744	2000-12-08	215663859	124	5.9	283	"Thriller"	2000	12	8	"Chris O'Donnell"	"male"	"Martin"	"male"
2036	2.2e+07	"female nudity harassment male friendship dark comedy director cameo"	"en"	"Saving Silverman"	12.887673	2001-02-09	19351569	90	5.4	154	"Comedy"	2001	2	9	"Jason Biggs"	"male"	"Dennis"	"male"
2925	1.1e+07	"based on novel theatre group north carolina theatre milieu high school"	"en"	"A Walk to Remember"	33.283554	2002-01-25	41227069	101	7.5	1018	"Drama"	2002	1	25	"Mandy Moore"	"female"	"Adam"	"male"
3484	0	"transvestism gay sex singer transgender"	"en"	"Hedwig and the Angry Inch"	4.25422	2001-07-20	0	95	7.4	80	"Comedy"	2001	7	20	"John Cameron"	"male"	"John"	"male"
1334	3e+07	"new york money laundering daughter police undercover cop"	"en"	"Cop Out"	25.825771	2010-02-26	55583804	107	5.3	511	"Comedy"	2010	2	26	"Bruce Willis"	"male"	"Kevin"	"male"
1220	4e+07	"pornography porn actor loss of daughter child pornography private investigator"	"en"	"8MM"	25.580272	1999-02-26	96618699	123	6.1	474	"Thriller"	1999	2	26	"Nicolas Cage"	"male"	"Joel"	"male"
425	8e+07	"paris london england spy cia terrorist"	"en"	"Mission: Impossible"	75.290998	1996-05-22	457696359	110	6.7	2631	"Thriller"	1996	5	22	"Tom Cruise"	"male"	"Brian"	"male"
1720	2.8e+07	"crime fighter secret identity comic book superhero murder"	"en"	"Kick-Ass"	45.054936	2010-03-22	96188903	117	7.1	4645	"Action"	2010	3	22	"Aaron Taylor-Johnson"	"male"	"Matthew"	"male"
